annotation_id,comment,id,rating,Вопрос решен,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Нравится скорость отработки заявок,Понравилось выполнение заявки,Другое
446,спасибо! быстро и оперативно,3903406,5,0.0,0.0,0.0,1.0,0.0,0
447,"Горячая вода появилась.
",3903436,5,0.0,0.0,0.0,0.0,1.0,0
448,"Оперативно, спасибо
",3903453,5,0.0,0.0,0.0,1.0,0.0,0
449,Спасибо за оперативность ,3903479,5,0.0,0.0,0.0,1.0,0.0,0
451,Спасибо большое за оперативность 🙌🏻🌸,3903556,5,0.0,0.0,0.0,1.0,0.0,0
452,Вот теперь молодцы ,3903607,5,1.0,0.0,0.0,0.0,1.0,0
453,все отлично бистро устранили мастер хороши,3903626,5,0.0,0.0,1.0,0.0,0.0,0
454,"спасибо, проблема была решена",3903666,5,1.0,0.0,0.0,0.0,0.0,0
455,"спасибо за оперативность и грамотный, развёрнутый ответ) 
",3903709,5,0.0,0.0,0.0,1.0,0.0,0
456,Спасибо большое! Заявка выполнена быстро и качественно!,3903741,5,0.0,1.0,0.0,1.0,0.0,0
457,Огромное спасибо ,3903798,5,1.0,0.0,0.0,0.0,0.0,0
458,Супер!!!,3903951,5,1.0,0.0,0.0,0.0,0.0,0
459,Выполнено быстро и качественно!,3903997,5,0.0,1.0,0.0,1.0,0.0,0
460,Всё  понятно объяснили.,3904073,5,1.0,0.0,0.0,0.0,0.0,0
461,Большое спасибо Василию за проделанную работу!,3904265,5,0.0,0.0,1.0,0.0,0.0,0
462,"Благодарю, помогли, а то до Вас никто не мог решить эту проблему, еще раз спасибо)",3904421,5,1.0,0.0,0.0,0.0,1.0,0
463,"Очень оперативно менеджер связался, ответил на вопросы и отправил необходимые документы. Благодарю!",3904489,5,0.0,0.0,1.0,1.0,0.0,0
464,"быстро отреагировали, запустили",3904503,5,1.0,0.0,0.0,0.0,0.0,0
465,Спасибо. Оперативно приняли заявку и отремонтировали.Лифт работает исправно.,3904606,5,0.0,0.0,0.0,1.0,0.0,0
466,Оперативно и надежно),3904693,5,0.0,0.0,0.0,1.0,0.0,0
467,Отлично,3904810,5,1.0,0.0,0.0,0.0,0.0,0
468,"Спасибо! Услуга оказана очень оперативно, удобный формат. Заказала ключ на выходных, в понедельник все было готово. Сотрудники вежливые и внимательные👍",3904847,5,0.0,0.0,0.0,1.0,0.0,0
469,"Все супер, Очень оперативно и профессионально, Спасибо ",3904911,5,0.0,0.0,0.0,1.0,0.0,0
471,Всё быстро и качественно!👍,3905059,5,0.0,1.0,0.0,1.0,0.0,0
472,"Тот кто  выполнял заявку, чудо! Оперативно выполнили. Спасибо 👍🏻",3905086,5,0.0,0.0,1.0,1.0,0.0,0
473,"спасибо,жду бумажные платежные поручения со следующего месяца ",3905337,5,0.0,0.0,0.0,0.0,0.0,1
475,"лучший мастер на свете, нужно ему выдать премию ",3905720,5,0.0,0.0,1.0,0.0,0.0,0
476,работает! Спасибо,3905785,5,1.0,0.0,0.0,0.0,0.0,0
477,"Спасибо электрику, оперативно пришёл! ",3905786,5,0.0,0.0,1.0,1.0,0.0,0
479,все отлично! ,3905983,5,1.0,0.0,0.0,0.0,0.0,0
481,"Хотелось, что бы каждый месяц присылали квитанцию на почту или в приложении",3906032,5,0.0,0.0,0.0,0.0,0.0,1
482,"Большое спасибо электрику! Ситуация была не из простых, но он обнаружил проблему и смог ее решить ",3906048,5,0.0,0.0,1.0,0.0,0.0,0
483,"Сантехник молодец! Устранил утечку воды выше по этажу и в нас перестала течь вода. 
Молодец! 
",3906126,5,0.0,0.0,1.0,0.0,0.0,0
484,благодарю,3906279,5,1.0,0.0,0.0,0.0,0.0,0
485,спасибо большое за работу и оперативность,3906380,5,0.0,0.0,0.0,1.0,1.0,0
486,"жалко, что при оплате счетов через банк, в приложении не отображается информация об оплате и приходится загружать квитанции дополнительно и подтверждать факт оплаты",3906407,4,0.0,0.0,0.0,0.0,0.0,1
488,Все быстро и качественно ,3906535,5,0.0,1.0,0.0,1.0,0.0,0
489,"спасибо большое, жаль, что там уже опять намусорили(",3906752,5,1.0,0.0,0.0,0.0,0.0,0
491,"спасибо, теперь она закрывается ",3906789,5,0.0,0.0,0.0,0.0,1.0,0
493,"Можно было и сразу заявку выполнить. Не забываете что по периметру несколько контейнеров для пакетов. Пакеты кончаются быстро, значит хозяева убирают за собаками. ",3906922,3,0.0,0.0,0.0,0.0,0.0,1
494,"Спасибо большое за оперативность,мир и процветание вашей компании Самолет!",3906976,5,0.0,0.0,0.0,1.0,1.0,0
495,Выше похвал.. ,3907117,5,0.0,0.0,0.0,0.0,1.0,0
497,Спасибо за оперативность! ,3907130,5,0.0,0.0,0.0,1.0,0.0,0
498,Благодарю за оперативность.,3907258,5,0.0,0.0,0.0,1.0,0.0,0
1,Спасибо..,3907305,5,1.0,0.0,0.0,0.0,0.0,0
4,"очень вежливая и грамотная сотрудница, побольше бы таких!",3907364,5,0.0,0.0,1.0,0.0,0.0,0
5,спасибо. прошу загружать квитанции в личный кабинет без дополнительных запросов.,3907480,5,0.0,0.0,0.0,0.0,0.0,1
6,все прекрасно,3907589,5,1.0,0.0,0.0,0.0,1.0,0
9,"все быстро и качественно, большое спасибо!",3907672,5,0.0,1.0,0.0,0.0,0.0,0
11,Консультация была проведена профессионально. Спасибо за разъяснения и рекомендации,3907792,5,0.0,0.0,0.0,0.0,0.0,1
12,"Спасибо большое, что починили дверь. Зашла без проблем. Дверь работает отлично. ",3907928,5,0.0,0.0,1.0,0.0,1.0,0
13,Спасибо за оперативность. ,3907943,5,0.0,0.0,0.0,1.0,0.0,0
16,Спасибо за работу,3908011,5,0.0,0.0,0.0,0.0,1.0,0
17,Быстро,3908377,5,0.0,0.0,0.0,1.0,0.0,0
18,Спасибо за быстрое решение вопроса. Лояльность мастера с подбором времени,3908429,5,0.0,0.0,1.0,1.0,0.0,0
19,"спасибо за обратную связь,надеюсь в приложении информация обновиться,что оплата прошла.


",3908490,4,0.0,0.0,0.0,0.0,0.0,1
21,спасибо за четкость и быстроту!,3908579,5,0.0,1.0,0.0,1.0,0.0,0
22,"Консультация и настройка прибора выполнена очень быстро, качественно и профессионально, спасибо! ",3908590,5,0.0,1.0,0.0,1.0,0.0,0
24,"мастер выполнил работу быстро и чисто, все отлично",3908772,5,0.0,0.0,0.0,1.0,0.0,0
25,Самая лучшая УК . Спасибо большое за помощь. За быструю работу и мгновенную выполнения!!!!,3908843,5,0.0,0.0,0.0,1.0,0.0,0
27,Очень быстро👍,3908929,5,0.0,0.0,0.0,1.0,0.0,0
28,быстро,3909050,5,0.0,0.0,0.0,1.0,0.0,0
29,спасибо за оперативный ответ😊👍,3909086,5,0.0,0.0,0.0,1.0,0.0,0
31,очень удобно получать электронную квитанцию.  Давно пора. ,3909146,5,0.0,0.0,0.0,0.0,1.0,0
32,Оперативно выполнили заявку. Спасибо,3909271,5,0.0,0.0,0.0,1.0,0.0,0
33,спасибо специалисту. ,3909398,5,0.0,0.0,1.0,0.0,0.0,0
34,"Жалко, что заранее не предупреждаете, что есть тех проблемы сейчас, как нам узнать - в новости можно написать такое. И нет такого раздела про формирование квитанций в заявках в УК, не сразу поняла, где написать ",3909430,4,0.0,0.0,0.0,0.0,0.0,1
35,Огромнейшее спасибо за оперативность❤️,3909441,5,0.0,0.0,0.0,1.0,0.0,0
36,Спасибо огромнейшее за оперативность ❤️,3909442,5,0.0,0.0,0.0,1.0,0.0,0
37,Благодарю за работу!,3909517,5,0.0,0.0,0.0,0.0,1.0,0
38,Все решили! Перезвонили . Спасибо ,3909595,5,0.0,0.0,0.0,0.0,1.0,0
40,Очень быстро все сделали!!!!,3909682,5,0.0,0.0,0.0,1.0,0.0,0
41,Огромное Спасибо.,3909709,5,1.0,0.0,0.0,0.0,1.0,0
499,Все отлично.  Жаль что для сотрудников компании на данные услуги не действуют скидки.,3909787,5,1.0,0.0,0.0,0.0,1.0,0
42,очень быстро,3909810,5,0.0,0.0,0.0,1.0,0.0,0
43,"Очень приятный менеджер консультант , которая всё правильно и подробно объясняет.",3909863,5,0.0,0.0,0.0,0.0,0.0,1
44,Спасибо !!!!все супер ,3909888,5,1.0,0.0,0.0,0.0,1.0,0
45,спасибо большое! ,3909979,5,1.0,0.0,0.0,0.0,0.0,0
46,"Специалист пришёл очень быстро, все быстро исправил. Спасибо. ",3910052,5,0.0,0.0,1.0,1.0,0.0,0
47,"всё супер, вопрос решён быстро)",3910060,5,0.0,0.0,0.0,1.0,0.0,0
48,Очень надеюсь что квитанция будет дублироваться и в приложении. А так оперативно и быстро поступила. ,3910089,5,1.0,0.0,0.0,1.0,0.0,0
49,спасибо большое за быстрое реагирование. ,3910166,5,0.0,0.0,0.0,1.0,0.0,0
51,спасибо девочкам операторам!,3910233,5,0.0,0.0,1.0,0.0,0.0,0
54,"Менеджер Елизавета  очень быстро решила мой вопрос, спасибо!",3910259,5,0.0,0.0,1.0,0.0,0.0,0
55,"спасибо, но придумайте, пожалуйста, способ как этого избежать на будущее. ",3910269,5,1.0,0.0,0.0,0.0,0.0,0
56,"Спасибо за работу, выполнена качественно и в срок",3910346,5,0.0,0.0,1.0,1.0,1.0,0
57,Спасибо !!,3910395,5,1.0,0.0,0.0,0.0,0.0,0
58,Прям молодцы! Порадовали) все четко) ,3910406,5,1.0,0.0,0.0,0.0,1.0,0
59,Алексей профессионал в своем деле! Быстро нашел проблему и устранил ее. Огромное ему спасибо!,3910434,5,0.0,0.0,1.0,1.0,1.0,0
60,"Да, подтверждаю ! Вчера вечером обнаружила что устранено. Спасибо",3910685,5,1.0,0.0,0.0,0.0,1.0,0
61,вопрос решён ,3910836,5,1.0,0.0,0.0,0.0,0.0,0
62,"Спасибо за помощь
",3910841,5,1.0,0.0,0.0,0.0,0.0,0
64,Спасибо! Очень быстро сработали!,3910908,5,0.0,0.0,0.0,1.0,1.0,0
65,Добрый день. Спасибо за разъяснение. Всего вам хорошего.,3910977,5,1.0,0.0,0.0,0.0,1.0,0
68,молодец электрик оперативно решил проблему ,3911065,5,0.0,0.0,1.0,1.0,0.0,0
69,Быстро и аккуратно!Благодарю!,3911104,5,0.0,0.0,0.0,1.0,1.0,1
70,спасибо большое! пусть убирают часто.... ,3911134,5,1.0,0.0,0.0,0.0,1.0,0
71,очень оперативно!,3911142,5,0.0,0.0,0.0,1.0,0.0,0
73,все вежливо и информативно ❤️,3911182,5,1.0,0.0,1.0,0.0,1.0,0
74, Спасибо вам за заботу о нас и нашем здоровье.Экология -это замечательно,3911339,5,1.0,0.0,0.0,0.0,1.0,0
75,работа сотрудника офиса УК Евгении на 10+,3911355,5,0.0,0.0,1.0,0.0,0.0,0
76,спасибо за работу все быстро и качественно. ,3911421,5,0.0,1.0,0.0,1.0,0.0,0
78,Спасибо большое! Проблема была решена очень быстро!,3911514,5,0.0,0.0,0.0,1.0,0.0,0
80,Менеджеру Наталье и дежурного  сантехнику 09.09.2024  большая благодарность  за оперативное решение проблемы. ,3911553,5,0.0,0.0,1.0,0.0,0.0,0
81,Отлично!!!,3911561,5,1.0,0.0,0.0,0.0,0.0,0
82,Спасибо! оперативно и в полной мере ответили на мой вопрос 👌,3911570,5,0.0,0.0,0.0,1.0,0.0,0
83,"Быстро, качественно устранил наш засор ",3911586,5,0.0,1.0,0.0,1.0,0.0,0
84,"Спасибо, все качественно и профессионально!",3911663,5,0.0,0.0,1.0,0.0,0.0,0
85,Быстро и качественно. Спасибо!,3911763,5,0.0,1.0,0.0,1.0,0.0,0
86,"отличная функция, спасибо ",3911815,5,1.0,0.0,0.0,0.0,0.0,0
87,Спасибо за выполненную работу!,3911905,5,1.0,0.0,0.0,0.0,0.0,0
88,"очень оперативно, благодарю",3911957,5,0.0,0.0,0.0,1.0,0.0,0
90,"спасибо большое!
",3911972,5,1.0,0.0,0.0,0.0,0.0,0
91,"оперативно и четко. сделали аккуратно, прибрались после работы ",3911983,5,0.0,0.0,1.0,1.0,0.0,0
92,Спасибо Александру за профессионализм и быструю работу. ,3912007,5,0.0,0.0,1.0,0.0,0.0,0
94,спасибо большое!!!🤗,3912041,5,1.0,0.0,0.0,0.0,0.0,0
95,"все отлично, сделали быстро и не дорого",3912121,5,0.0,0.0,0.0,1.0,0.0,0
96,Спасибо большое за оперативный ответ ,3912185,5,1.0,0.0,0.0,1.0,0.0,0
97,Спасибо огромное менеджеру по страхованию Евгении Гущиной за помощь в оформлении страховки!!!! Настоящий профессионал своего дела!!! Исчерпывающе ответила на все интересующие вопросы!!!! ,3912199,5,0.0,0.0,1.0,0.0,0.0,0
99,"Оперативно,профессионально,спасибо",3912225,5,0.0,0.0,1.0,1.0,0.0,0
100,"Специалист связывался по заявке, все починили! Спасибо ",3912227,5,1.0,0.0,1.0,0.0,0.0,0
500,"В течении 2 часов после создания заявки все устранили, спасибо",3912230,5,1.0,0.0,0.0,0.0,1.0,0
501,Ремонт выполнен!,3912246,5,1.0,0.0,0.0,0.0,0.0,0
502,Быстро решили проблему! Спасибо!,3912277,5,0.0,0.0,0.0,1.0,0.0,0
505,"Работа мастера, выполнена отлично! Проблема решилась только при личном визите в УК",3912521,5,1.0,0.0,1.0,0.0,0.0,0
506,Большое спасибо Оксане Петриной! ,3912769,5,0.0,0.0,1.0,0.0,0.0,0
507,"Всё оперативно,спасибо!",3912975,5,0.0,0.0,0.0,1.0,0.0,0
508,Добрый день! Спасибо. Вопрос решен. ,3913158,5,1.0,0.0,0.0,0.0,1.0,0
509,Все быстро и четко!!! Спасибо!,3913176,5,0.0,0.0,0.0,1.0,1.0,0
510,Очень ответственная девушка в УК.,3913279,5,0.0,0.0,1.0,0.0,0.0,0
511,отлично всё работает ,3913316,5,1.0,0.0,0.0,0.0,0.0,0
512,"Благодарность мастеру, сделал быстро и качественно. Премию Ренату. 🤝",3913442,5,0.0,0.0,1.0,0.0,0.0,0
513,Пришли вовремя) заранее позвонили уточнить удобное время) отличный мастер все сделал быстро и аккуратно) ,3913486,5,0.0,0.0,1.0,1.0,0.0,0
514,"отлично, спасибо!
",3913490,5,1.0,0.0,0.0,0.0,0.0,0
515,"Все четко объяснили, вопросов не осталось",3913509,5,1.0,0.0,0.0,0.0,0.0,0
516,"ну вроде, получше...
Слава Богу",3913566,5,1.0,0.0,0.0,0.0,0.0,0
518,"Проблема решена, быстро и оперативно..",3913676,5,1.0,0.0,0.0,1.0,0.0,0
519,"Всё отлично, спасибо!",3913730,5,1.0,0.0,0.0,0.0,0.0,0
520,Очень быстро и вежливо)),3913971,5,0.0,0.0,0.0,1.0,0.0,0
521,Второй специалист все отлично решил. Спасибо.,3913976,5,0.0,0.0,1.0,0.0,0.0,0
523,Спасибо. ,3914082,5,1.0,0.0,0.0,0.0,0.0,0
524,благадарю специалиста,3914097,5,0.0,0.0,1.0,0.0,0.0,0
525,"Очень быстро и качественно, спасибо! ",3914189,5,0.0,1.0,0.0,1.0,0.0,0
527,Спасибо Большое! Всё сделано супер!,3914351,5,1.0,0.0,0.0,0.0,1.0,0
528,Комод убран. Большое спасибо за оперативное решение,3914367,5,0.0,0.0,0.0,1.0,1.0,0
529,Хочу выразить особую благодарность Татьяне за проявленный интерес к моему вопросу!,3914531,5,0.0,0.0,1.0,0.0,0.0,0
530,Очень быстро отреагировали и устранили проблему ,3914571,5,0.0,0.0,0.0,1.0,0.0,0
531,спасибо большое за оперативность))),3914595,5,0.0,0.0,0.0,1.0,0.0,0
532,Вот теперь все данные правильно внесены. Спасибо.,3914622,5,1.0,0.0,0.0,0.0,0.0,0
534,Спасибо за оперативную помощь,3914767,5,0.0,0.0,0.0,1.0,0.0,0
535,Спасибо! Ключи рабочие,3914795,5,1.0,0.0,0.0,0.0,1.0,0
536,"Круто , быстро ,спасибо ",3914807,5,0.0,0.0,0.0,1.0,0.0,0
537,"быстро, эффективно!",3914918,5,0.0,0.0,0.0,1.0,0.0,0
538,Все отлично,3915041,5,1.0,0.0,0.0,0.0,0.0,0
539,Отличный сантехник!,3915053,5,0.0,0.0,1.0,0.0,0.0,0
540,Спасибо!!!,3915108,5,1.0,0.0,0.0,0.0,0.0,0
541,очень оперативно. спасибо ,3915266,5,0.0,0.0,0.0,1.0,0.0,0
542,Как оперативно! Благодарю!,3915342,5,0.0,0.0,0.0,1.0,0.0,0
543,Благодарю за оперативность ,3915523,5,0.0,0.0,0.0,1.0,0.0,0
544,Быстро среагировали и решили проблему. Спасибо!,3915543,5,1.0,0.0,0.0,1.0,0.0,0
545,Быстро сделали.,3915644,5,0.0,0.0,0.0,1.0,0.0,0
548,Добрый день! Вопрос решен очень быстро! Благодарю за работу и оперативность),3916307,5,0.0,0.0,1.0,1.0,0.0,0
551,"все хорошо, очень доступно все объяснили",3916394,5,0.0,0.0,0.0,0.0,0.0,1
555,Мастер на все руки! Спасибо большое 👍👍👍,3916525,5,0.0,0.0,1.0,0.0,0.0,0
556,Оперативно,3916678,5,0.0,0.0,0.0,1.0,0.0,0
557,Отличный мастер,3916720,5,0.0,0.0,1.0,0.0,0.0,0
558,"да,  спасибо. пока не сломали)",3916845,5,1.0,0.0,0.0,0.0,0.0,0
559,Оперативная работа👍,3917076,5,0.0,0.0,0.0,1.0,0.0,0
561,все очень быстро и качественно сделал сантехник Сергей!,3917220,5,0.0,1.0,1.0,1.0,0.0,0
563,Спасибо огромное 🫶🏼,3917341,5,1.0,0.0,0.0,0.0,0.0,0
564,"Большое спасибо, очень внимательно и клиентоориентированность на высшем уровне ",3917445,5,1.0,0.0,0.0,0.0,1.0,0
565,Спасибо большое за оперативное решение,3917598,5,0.0,0.0,0.0,1.0,0.0,0
566,Отличное обслуживание.,3917634,5,0.0,0.0,0.0,0.0,1.0,0
567,Всё решили ,3917644,5,1.0,0.0,0.0,0.0,0.0,0
568,"спасибо за оперативность
",3918105,5,0.0,0.0,0.0,1.0,0.0,0
569,"Быстро выявили ошибку в показаниях, и не стала делать в убыток мне . Позвонила мне , уточнила и решила всё. Огромное спасибо Вам . ✈️ меняется в лучшую сторону ",3918118,5,0.0,1.0,1.0,0.0,0.0,0
571,Ключи работают. ,3918621,5,1.0,0.0,0.0,0.0,0.0,0
572,"Спасибо большое!
Выполнили работу быстро и аккуратно!",3918647,5,0.0,0.0,0.0,1.0,1.0,0
573,"Все быстро, качественно, как договорились. Спасибо.",3918748,5,0.0,1.0,0.0,1.0,0.0,0
574,Всё отлично! Спасибо большое!,3918861,5,1.0,0.0,0.0,0.0,0.0,0
575,Самый вежливый работник ,3919084,5,0.0,0.0,1.0,0.0,0.0,0
576,Четко и я оперативно,3919087,5,0.0,0.0,0.0,1.0,1.0,0
577,Очень быстро!,3919096,5,0.0,0.0,0.0,1.0,0.0,0
578,Спасибо за выписки. Счет на эту сумму когда подкрепят в приложение?,3919099,5,0.0,0.0,0.0,0.0,0.0,1
580,"Достаточно быстро, спасибо !",3919231,5,0.0,0.0,0.0,1.0,0.0,0
581,"оперативно устранили, дали консультацию ",3919253,5,0.0,0.0,0.0,1.0,0.0,0
582,спасибо огромное специалисту за оперативность и профессионализм. ,3919349,5,0.0,1.0,0.0,1.0,0.0,0
583,"Напор стал хорошим,  спасибо ",3919367,5,1.0,0.0,0.0,0.0,0.0,0
585,Благодарю за качественную и оперативную работу сотрудников УК! С наилучшими пожеланиями к Вам!🙌🏻,3919407,5,0.0,1.0,0.0,1.0,0.0,0
586,Все отлично! Спасибо за быстрое устранение проблемы),3919607,5,0.0,0.0,0.0,1.0,0.0,0
588,"Оперативно среагировали, пришло большое количество строителей и помогли убрать всю воду. ",3919776,5,0.0,0.0,1.0,1.0,0.0,0
590,Виталик молодец. ,3919877,5,0.0,0.0,1.0,0.0,0.0,0
591,"Спасибо большое, что все быстро починили!!! Спасибо за хорошую работу!",3920112,5,0.0,0.0,1.0,1.0,0.0,0
592,"Была протечка смесителя в ванной, мастер пришел в течении полу часа, поменял прокладки. Вопрос решен.",3920141,5,1.0,0.0,1.0,1.0,0.0,0
593,Самый лучший клиентский менеджер!!! Всегда идеально решает все вопросы!!!,3920353,5,0.0,0.0,1.0,0.0,0.0,0
594,Быстро устранили проблему ,3920384,5,0.0,0.0,0.0,1.0,0.0,0
595,заявка выполнена мгновенно 👍,3920419,5,0.0,0.0,0.0,1.0,0.0,0
596,Спасибо Татьяне!) Быстро и понятно все объяснила!),3920519,5,0.0,0.0,1.0,0.0,0.0,0
598,Быстрая реакция на обращение. На данный момент протечек нет.,3920546,5,0.0,0.0,0.0,1.0,0.0,0
599,благодарю!,3920561,5,1.0,0.0,0.0,0.0,0.0,0
600,Спасибо большое,3920710,5,1.0,0.0,0.0,0.0,0.0,0
602,"Вопрос был решен оперативно . Спасибо как сантехнику , так и менеджеру . К сожалению не спросила имена . ",3920898,5,0.0,0.0,1.0,1.0,1.0,0
603,Выполнено быстро и качественно.  Починили перила. ,3920982,5,0.0,1.0,0.0,1.0,0.0,0
604,Спасибо за оперативно отработанную заявку,3921006,5,0.0,0.0,0.0,1.0,0.0,0
605,Очень грамотный специалист. Устранил моментально.,3921008,5,0.0,0.0,1.0,0.0,0.0,0
606,Спасибо за оперативную уборку! ,3921012,5,0.0,0.0,0.0,1.0,0.0,0
608,"Проблема решена с дверью,взаимодействие с овд игнорировано.",3921069,5,0.0,0.0,0.0,0.0,0.0,1
609,"спасибо большое, очень быстро и оперативно ,мастер классный , отлично знает свою работу",3921087,5,0.0,0.0,1.0,1.0,0.0,0
611,"было бы 5 звезд, но пришлось действовать через руководство, поэтому четыре. ",3921135,4,1.0,0.0,0.0,0.0,0.0,0
612,сантехник пришел в течение 20 минут. вежливый. проблему разрешил .,3921169,5,1.0,0.0,0.0,1.0,0.0,0
613,Лучший!,3921214,5,0.0,0.0,0.0,0.0,0.0,1
614,спасибо сегодня возвращался домой и запаха не почувствовал,3921394,5,1.0,0.0,0.0,0.0,1.0,0
615,Электрик прибежал оперативно и отключил сигнал пожарной тревоги. ,3921414,5,0.0,0.0,1.0,0.0,0.0,0
616,Большое спасибо! Очень оперативно 👍🏻💕,3921572,5,0.0,0.0,0.0,1.0,0.0,0
617,Все быстро и оперативно. Спасибо ,3921610,5,0.0,0.0,0.0,1.0,0.0,0
618,Благодарю! ,3921711,5,1.0,0.0,0.0,0.0,0.0,0
620,"Проблему устранили, но не сообщили по запросу, сколько потребуется времени на её решение",3921850,4,1.0,0.0,0.0,0.0,0.0,0
621,Спасибо за прямую связь со специалистом который смог устранить неисправность!,3921888,5,1.0,0.0,0.0,0.0,0.0,0
622,"проблема решена, теперь всё работает как надо",3921907,5,1.0,0.0,0.0,0.0,0.0,0
623,"спасибо 🤗 
",3921924,5,1.0,0.0,0.0,0.0,0.0,0
624,"днём звонили был занят за рулём извините,,,, вечером пришли домой всё пересмотрели проверили вашу информацию спасибо нам всё понятно всё на каждый вопрос Вы ответили!!! спасибо Вам большое.!!!",3922048,5,1.0,1.0,0.0,0.0,0.0,0
625,Большое спасибо. Все нормально работает.,3922180,5,1.0,0.0,0.0,0.0,0.0,0
626,Очень оперативно! всë исправили,3922350,5,0.0,0.0,0.0,1.0,0.0,0
627,"Быстро, качествено и оперативно. ",3922395,5,0.0,1.0,0.0,1.0,0.0,0
628,"Отзвонились, зафиксировали, дежурный электрик молодец 👏🏻 ",3922415,5,0.0,0.0,1.0,0.0,0.0,0
630,всё очень быстро сделали ,3922505,5,0.0,0.0,0.0,1.0,0.0,0
631,спасибо огромное за быстрое решение моей заявки! 👍,3922516,5,0.0,0.0,0.0,1.0,0.0,0
632,"Электрик пришел, все проверил и нам объяснил все. Спасибо большое! ",3922726,5,0.0,0.0,1.0,0.0,1.0,0
633,"Только положительные эмоции,специалист очень ответственный,огромная благодарность!",3922770,5,0.0,0.0,1.0,0.0,0.0,0
634,Откусили конец сгоревшего Ноля. Заменили левый автомат. Будем наблюдать далее.,3922826,5,1.0,0.0,0.0,0.0,0.0,0
635,Мастеру Александру спасибо большое! ,3922849,5,0.0,0.0,1.0,0.0,0.0,0
636,"Вежливые, доброжелательные. Разъяснили, подсказали.",3922963,5,0.0,0.0,1.0,0.0,0.0,0
637,Хорошая девушка менеджер ! Очень понятливая и на 100% вошла в положение всех жителей и донесла это до руководства ! Благодарю её! ,3923000,5,0.0,0.0,1.0,0.0,0.0,0
638,Спасибо большое за оперативность! Хорошего дня вам! ,3923075,5,0.0,0.0,0.0,1.0,0.0,0
639,Все хорошо !  Быстро пришел мастер сделал все четко . ,3923181,5,0.0,0.0,1.0,1.0,0.0,0
640,"Самое главное,оперативно.",3923198,5,0.0,0.0,0.0,1.0,0.0,0
641,прекрасный мастер ,3923385,5,0.0,0.0,1.0,0.0,0.0,0
642,"Сергей Анатольевич, мастер своего дела. Выполнил работу быстро и качественно, спасибо.",3923395,5,0.0,0.0,1.0,0.0,0.0,0
643,"Отличный специалист, вопрос решен. Спасибо.",3923512,5,1.0,0.0,0.0,0.0,0.0,0
644,устранили неполадку очень оперативно и качественно. большое спасибо. ,3923554,5,0.0,1.0,0.0,1.0,0.0,0
645,"Сделали после того,как написали в наш город заявки соседи ",3923598,1,0.0,0.0,0.0,0.0,0.0,1
646,"Оперативно и быстро,спасибо Сергею!",3923670,5,0.0,0.0,1.0,1.0,0.0,0
648,спасибо) вы классные 🥰,3923717,5,1.0,0.0,0.0,0.0,0.0,0
649,Спасибо большое 🌹,3923812,5,1.0,0.0,0.0,0.0,0.0,0
650,в лучшем виде ,3923890,5,0.0,1.0,0.0,0.0,0.0,0
653,"Благодарю за оперативное устранение проблемы! Отдельная благодарность мастеру за подробное разъяснение о причинах отсутствия горячейводы, приятное общение и человеческое отношение!!!",3924204,5,0.0,0.0,0.0,1.0,0.0,0
654,Спасибо большое вам за работу!,3924205,5,1.0,0.0,0.0,0.0,0.0,0
655,"все быстро и оперативно 
",3924313,5,0.0,0.0,0.0,1.0,0.0,0
656,"Вопрос решен,ну мусорка снова полная.можно поставить два контейнера? ",3924411,4,1.0,0.0,0.0,0.0,0.0,0
657,"Спасибо! Не делайте так больше, или хотя бы заранее предупреждайте о раннем отключении воды, чтоб люди с вечера успели её набрать!! ",3924430,5,0.0,0.0,0.0,0.0,0.0,1
658,Приехали быстро. Спасибо!,3924431,5,0.0,0.0,0.0,1.0,0.0,0
660,Всё быстро . Работа выполнена,3924473,5,1.0,0.0,0.0,1.0,0.0,0
661,Благодарю за оперативность! ,3924547,5,0.0,0.0,0.0,1.0,0.0,0
663,"спасибо, отлично ",3924568,5,0.0,0.0,0.0,0.0,1.0,0
665,спасибо за быструю реакцию!,3924647,5,0.0,0.0,0.0,1.0,0.0,0
666,Все супер,3924661,5,1.0,0.0,0.0,0.0,1.0,0
667,все отлично.,3924685,5,1.0,0.0,0.0,0.0,0.0,0
668,Претензий нет,3924836,5,0.0,0.0,0.0,0.0,1.0,0
669,"Спасибо большое мастеру, все починил, объяснил! ",3924911,5,0.0,0.0,1.0,0.0,0.0,0
670,спасибо большое всем кто помог решить данную проблему ,3925142,5,1.0,0.0,0.0,0.0,0.0,0
671,"Спасибо огромное Петрине Оксане Вдадимировне. Из 5 заявок  только она смогла правильно ответить на заявку. А остальных можете увольнять ,работают видно для галочки.",3925271,5,0.0,0.0,1.0,0.0,0.0,0
672,Спасибо огромное,3925293,5,1.0,0.0,0.0,0.0,0.0,0
673,Все очень хорошо ,3925338,5,1.0,0.0,0.0,0.0,0.0,0
674,Быстро и четко!)),3925362,5,0.0,0.0,0.0,1.0,1.0,0
676,замечательный шутро и быстро сделали Молодец 👍,3925459,5,1.0,0.0,0.0,1.0,0.0,0
678,спасибо. решили оперативно! ,3925547,5,0.0,0.0,0.0,1.0,0.0,0
679,Быстро качественно ,3925566,5,0.0,1.0,0.0,1.0,0.0,0
680,Отличный специалист! ,3925616,5,0.0,0.0,1.0,0.0,0.0,0
