"annotation_id","annotator","comment","created_at","id","lead_time","rating","taxonomy","updated_at","Вопрос решен","Нравится качество выполнения заявки","Нравится качество работы сотрудников","Нравится скорость отработки заявок","Понравилось выполнение заявки"
304,"1","спасибо электрику","2025-05-15T07:46:57.267030Z",3893967,3.872,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-15T07:46:57.267068Z","","","","",""
305,"1","Спасибо ","2025-05-15T07:47:01.045977Z",3894014,2.824,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:47:01.046011Z","","","","",""
306,"1","Спасибо ","2025-05-15T07:47:04.897182Z",3894023,2.836,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:47:04.897215Z","","","","",""
307,"1","всё грамотно по полочкам объяснил","2025-05-15T07:47:09.308233Z",3894064,3.192,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:47:09.308264Z","","","","",""
308,"1","благодарю за быстро и качественно оказанную услугу","2025-05-15T07:47:23.532848Z",3894130,12.852,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""]]}]","2025-05-15T07:47:23.532882Z","","","","",""
309,"1","Спасибо за оперативное решение вопроса! ","2025-05-15T07:47:29.305379Z",3894191,4.676,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-15T07:47:29.305415Z","","","","",""
310,"1","Спасибо ","2025-05-15T07:47:34.062874Z",3894264,3.14,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:47:34.062910Z","","","","",""
311,"1","Спасибо ","2025-05-15T07:47:38.899374Z",3894294,3.769,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:47:38.899405Z","","","","",""
312,"1","Огромное спасибо, быстро и качественно ","2025-05-15T07:48:07.197659Z",3894326,25.821,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-15T07:48:07.197691Z","","","","",""
313,"1","спасибо","2025-05-15T07:48:12.114499Z",3894383,3.455,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:48:12.114531Z","","","","",""
314,"1","Спасибо большое за оперативность ","2025-05-15T07:48:21.521241Z",3894419,6.828,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-15T07:48:21.521277Z","","","","",""
315,"1","Спасибо большое! ","2025-05-15T07:48:26.355308Z",3894423,3.475,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:48:26.355342Z","","","","",""
316,"1","спасибо! ","2025-05-15T07:48:30.406553Z",3894439,3.029,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:48:30.406591Z","","","","",""
317,"1","спасибо за ремонт!","2025-05-15T07:48:35.741854Z",3894440,3.873,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:48:35.741894Z","","","","",""
318,"1","благодарю менеджера Татьяну ","2025-05-15T07:48:41.161080Z",3894680,3.977,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-15T07:48:41.161116Z","","","","",""
319,"1","благодарю менеджера ","2025-05-15T07:48:45.221721Z",3894684,2.852,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-15T07:48:45.221768Z","","","","",""
320,"1","сотрудники молодцы!","2025-05-15T07:48:51.949954Z",3894714,5.767,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-15T07:48:51.949986Z","","","","",""
321,"1","Большое спасибо ","2025-05-15T07:48:56.758160Z",3894876,3.414,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:48:56.758197Z","","","","",""
322,"1","Большое спасибо ","2025-05-15T07:49:04.021900Z",3894890,2.57,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:49:04.021938Z","","","","",""
323,"1","оперативно и качественно! браво!","2025-05-15T07:49:10.687900Z",3894893,5.564,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""]]}]","2025-05-15T07:49:10.687932Z","","","","",""
324,"1","Спасибо огромное! Оперативно и качественно решили проблему! ","2025-05-15T07:49:19.857391Z",3894902,7.551,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""]]}]","2025-05-15T07:49:19.857424Z","","","","",""
325,"1","сделали","2025-05-15T07:49:24.574705Z",3894919,3.271,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:49:24.574739Z","","","","",""
326,"1","Спасибо!","2025-05-15T07:49:27.974485Z",3894947,2.368,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:49:27.974520Z","","","","",""
327,"1","спасибо за оперативность","2025-05-15T07:49:33.546986Z",3895024,4.584,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-15T07:49:33.547025Z","","","","",""
328,"1","Поднималась сегодня с утра, запаха нет совсем. Спасибо большое ","2025-05-15T07:49:41.751906Z",3895042,4.757,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""],[""Вопрос решен""]]}]","2025-05-15T07:49:41.751942Z","","","","",""
329,"1","Специалист проконсультировал, сориентировал по срокам.","2025-05-15T07:49:51.055485Z",3895051,8.253,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-15T07:49:51.055521Z","","","","",""
330,"1","спасибо, быстро и качественно. ","2025-05-15T07:49:56.284111Z",3895064,4.181,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""]]}]","2025-05-15T07:49:56.284143Z","","","","",""
331,"1","Спасибо ","2025-05-15T07:50:01.034196Z",3895084,3.636,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:50:01.034231Z","","","","",""
332,"1","спасибо. ","2025-05-15T07:50:06.238549Z",3895126,3.361,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:50:06.238585Z","","","","",""
333,"1","Спасибо за оперативность 💫💫💫","2025-05-15T07:50:11.564203Z",3895181,4.239,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-15T07:50:11.564234Z","","","","",""
334,"1","Все отлично! Спасибо ","2025-05-15T07:50:23.943714Z",3895221,9.74,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:50:23.943759Z","","","","",""
335,"1","Спасибо, большое!!!","2025-05-15T07:50:28.122398Z",3895423,3.089,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:50:28.122432Z","","","","",""
336,"1","Спасибо  большое ! ","2025-05-15T07:50:33.216395Z",3895493,3.837,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:50:33.216469Z","","","","",""
337,"1","Быстро и оперативно ","2025-05-15T07:50:38.072134Z",3895519,3.623,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-15T07:50:38.072171Z","","","","",""
338,"1","Спасибо ","2025-05-15T07:50:42.136617Z",3895561,2.843,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:50:42.136652Z","","","","",""
339,"1","все отлично","2025-05-15T07:50:47.804771Z",3895566,3.131,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:50:47.804803Z","","","","",""
340,"1","Оперативно. Пока работает ","2025-05-15T07:50:54.162143Z",3895624,4.908,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Понравилось выполнение заявки""]]}]","2025-05-15T07:50:54.162178Z","","","","",""
341,"1","Лика, спасибо Вам за оперативный ответ и подробные разъяснения по работе с приложением! ","2025-05-15T07:51:00.294807Z",3895634,4.691,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-15T07:51:00.294844Z","","","","",""
342,"1","Спасибо большое ","2025-05-15T07:51:05.606361Z",3895642,3.592,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:51:05.606394Z","","","","",""
343,"1","Отличный сотрудник ","2025-05-15T07:51:10.156195Z",3895794,3.27,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-15T07:51:10.156231Z","","","","",""
344,"1","Спасибо Мастеру Олегу!","2025-05-15T07:51:17.912958Z",3895805,6.237,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-15T07:51:17.912992Z","","","","",""
345,"1","Для точной оценки нужно пережить зиму и понять, лучше стало или нет","2025-05-15T07:51:25.954124Z",3895874,6.57,5,"[{""taxonomy"":[[""Другое""]]}]","2025-05-15T07:51:25.954162Z","","","","",""
346,"1","Спасибо большое за оперативность!)👍 Уже оценили песочек - очень хороший, чистый))) Дети были очень рады что в песочнице достаточное количество песка!)) 🤗","2025-05-15T07:51:41.566895Z",3895925,13.982,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""]]}]","2025-05-15T07:51:41.566929Z","","","","",""
347,"1","Быстро.Качественно.","2025-05-15T07:51:47.134281Z",3896179,3.959,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""]]}]","2025-05-15T07:51:47.134312Z","","","","",""
348,"1","Спасибо большое всё решили быстро!","2025-05-15T07:51:52.680094Z",3896191,4.243,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-15T07:51:52.680124Z","","","","",""
349,"1","оперативно, быстро .","2025-05-15T07:51:56.392270Z",3896230,2.707,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-15T07:51:56.392302Z","","","","",""
350,"1","Спасибо","2025-05-15T07:52:00.501947Z",3896394,2.822,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:52:00.501984Z","","","","",""
351,"1","оказали не только услугу по приобретению ключа,но ещё установили приложение УК Самолёт!!!","2025-05-15T07:52:16.210206Z",3896480,14.6,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:52:16.210240Z","","","","",""
352,"1","Приходил мастер все отрегулировал большое спасибо ","2025-05-15T07:52:26.084563Z",3896509,8.172,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""],[""Нравится качество работы сотрудников""]]}]","2025-05-15T07:52:26.084594Z","","","","",""
353,"1","Оперативно ","2025-05-15T07:52:31.832550Z",3896614,3.438,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-15T07:52:31.832585Z","","","","",""
354,"1","спасибо за консультацию","2025-05-15T07:52:37.449841Z",3896717,4.044,5,"[{""taxonomy"":[[""Другое""]]}]","2025-05-15T07:52:37.449878Z","","","","",""
355,"1","Парни (установщики) отработали на 5+, а вот упаковка не очень , тк не полный комплект фурнитуры (отсутствовали в комплекте нижняя ответка, пришлось колхозить и отпиливать кусок от старой ответки, а также шурупы отсутствовали)","2025-05-15T08:04:08.757296Z",3896735,18.963,5,"[{""taxonomy"":[[""Другое""]]}]","2025-05-15T08:04:08.757322Z","","","","",""
356,"1","Спасибо! Всё хорошо ","2025-05-15T08:04:12.826919Z",3896818,3.023,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T08:04:12.826939Z","","","","",""
357,"1","Все ок","2025-05-15T08:04:16.842144Z",3896822,2.616,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T08:04:16.842166Z","","","","",""
358,"1","Сразу бы так","2025-05-15T08:04:20.449416Z",3896870,2.581,5,"[{""taxonomy"":[[""Другое""]]}]","2025-05-15T08:04:20.449437Z","","","","",""
359,"1"," Ответ получен. 
Спасибо, что результатом стало уточнение и меня поняли. 
","2025-05-15T08:04:30.675049Z",3896928,7.9,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T08:04:30.675077Z","","","","",""
360,"1","Благодарю за обратную связь. 
За возможность добавить необходимый документ в ЛК приложения и тем самым решить вопрос, не посещая клиентский офис. 
При звонке было вежливое, доброжелательное отношение. ","2025-05-15T08:05:27.805475Z",3896945,16.15,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""],[""Нравится качество работы сотрудников""]]}]","2025-05-15T08:05:27.805497Z","","","","",""
361,"1","Прислали на следующий день.
","2025-05-15T08:05:34.486082Z",3896981,5.095,5,"[{""taxonomy"":[[""Другое""]]}]","2025-05-15T08:05:34.486107Z","","","","",""
362,"1","Очень быстро отреагировали. Работа качественная!","2025-05-15T08:05:47.641322Z",3897000,12.069,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Нравится скорость отработки заявок""]]}]","2025-05-15T08:05:47.641342Z","","","","",""
363,"1","Ну устранено","2025-05-15T08:06:06.081576Z",3897003,4.592,1,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T08:06:06.081597Z","","","","",""
364,"1","спасибо за подсказки и внимательное отношение ","2025-05-15T08:06:11.479929Z",3897016,4.314,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""],[""Вопрос решен""]]}]","2025-05-15T08:06:11.479950Z","","","","",""
365,"1","Сантехник связался сразу. Вопрос решен. ","2025-05-15T08:06:20.921625Z",3897067,8.279,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-15T08:06:20.921644Z","","","","",""
366,"1","Спасибо технику)","2025-05-15T08:06:31.344334Z",3897113,7.99,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-15T08:06:31.344364Z","","","","",""
367,"1","Благодарю.  Всё отлично 👍. ","2025-05-15T08:06:36.424144Z",3897118,3.781,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T08:06:36.424165Z","","","","",""
368,"1","Спасибо!","2025-05-15T08:06:40.811357Z",3897184,3.137,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-15T08:06:40.811382Z","","","","",""
369,"1","спасибо ","2025-05-15T08:06:44.904240Z",3897192,2.714,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T08:06:44.904262Z","","","","",""
370,"1","Сантехник был ","2025-05-15T08:06:53.574810Z",3897201,3.255,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""],[""Вопрос решен""]]}]","2025-05-15T08:06:53.574831Z","","","","",""
371,"1","подсказали куда обратиться для решения вопроса","2025-05-15T08:07:02.130095Z",3897252,7.267,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T08:07:02.130118Z","","","","",""
372,"1","Спасибо большое за информацию. Татьяна молодец!","2025-05-15T08:07:10.393808Z",3897281,5.354,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-15T08:07:10.393827Z","","","","",""
373,"1","электрик пришёл в день обращения, снял показания, счеткик работает, сотрудник вежливый. благодарю. ","2025-05-15T08:07:20.218972Z",3897654,8.866,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T08:07:20.218992Z","","","","",""
374,"1","Все было сделано быстро и качественно.","2025-05-15T08:07:27.450194Z",3897730,5.916,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""]]}]","2025-05-15T08:07:27.450213Z","","","","",""
375,"1","Все было сделано быстро и качественно.","2025-05-15T08:07:31.954911Z",3897737,3.327,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""]]}]","2025-05-15T08:07:31.954937Z","","","","",""
376,"1","Все было сделано быстро и качественно.","2025-05-15T08:07:36.186884Z",3897741,2.859,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""]]}]","2025-05-15T08:07:36.186904Z","","","","",""
377,"1","Спасибо","2025-05-15T08:07:41.469065Z",3897826,3.416,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T08:07:41.469091Z","","","","",""
378,"1","Напор стал гораздо сильнее, небо и земля. Быстро поняли причину слабого напора. Спасибо ","2025-05-15T08:07:52.248601Z",3897831,9.403,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""],[""Нравится качество работы сотрудников""]]}]","2025-05-15T08:07:52.248620Z","","","","",""
379,"1","Спасибо за вашу работу! Вычислить бы, кто вырвал предыдущий доводчик и наказать! А вам спасибо!","2025-05-15T08:08:20.803167Z",3898045,27.134,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T08:08:20.803186Z","","","","",""
380,"1","да открыла спасибо
","2025-05-15T08:08:28.072829Z",3898232,5.907,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T08:08:28.072853Z","","","","",""
381,"1","быстро позвонили, пришли все сделали,спасибо ","2025-05-15T08:08:38.670015Z",3898417,9.429,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-15T08:08:38.670035Z","","","","",""
382,"1","Молодцы, очень оперативно!!!!! Прям минус одна головная боль ","2025-05-15T08:08:46.819306Z",3898427,6.447,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-15T08:08:46.819329Z","","","","",""
383,"1","Очень быстро, качественно. Спасибо! 🤝","2025-05-15T08:08:52.432419Z",3898572,4.115,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""]]}]","2025-05-15T08:08:52.432444Z","","","","",""
384,"1","спасибо большое за разъяснения и за оперативность","2025-05-15T08:09:02.165151Z",3898709,8.237,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-15T08:09:02.165170Z","","","","",""
385,"1","Спасибо 
","2025-05-15T08:09:08.239703Z",3898733,3.787,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T08:09:08.239727Z","","","","",""
386,"1","сотрудники работают на 5+ ! мгновенно обрабатываются заявки, ответ поступает сразу и всё решается.отличный сервис, очень приятно)","2025-05-15T08:09:13.726007Z",3898761,4.314,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-15T08:09:13.726033Z","","","","",""
387,"1","Быстро и понятно ","2025-05-15T08:09:20.406095Z",3898762,4.353,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-15T08:09:20.406122Z","","","","",""
388,"1","Спасибо за консультацию!","2025-05-15T08:09:24.451591Z",3898819,2.867,5,"[{""taxonomy"":[[""Другое""]]}]","2025-05-15T08:09:24.451611Z","","","","",""
389,"1","спасибо за оперативность ","2025-05-15T08:09:31.784470Z",3898847,6.435,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится скорость отработки заявок""]]}]","2025-05-15T08:09:31.784491Z","","","","",""
390,"1","спасибо","2025-05-15T08:09:36.371076Z",3898925,2.555,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T08:09:36.371101Z","","","","",""
391,"1","Просто и удобно, а также быстро и экономия времени и ресурсов
.","2025-05-15T08:09:44.808732Z",3899012,7.066,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Понравилось выполнение заявки""]]}]","2025-05-15T08:09:44.808761Z","","","","",""
392,"1","Отлично!","2025-05-15T08:09:48.286778Z",3899166,2.598,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T08:09:48.286804Z","","","","",""
393,"1","Спасибо! ","2025-05-15T08:09:55.180870Z",3899751,5.35,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T08:09:55.180896Z","","","","",""
394,"1","Норм","2025-05-15T08:09:59.030812Z",3899781,2.485,5,"[{""taxonomy"":[[""Другое""]]}]","2025-05-15T08:09:59.030833Z","","","","",""
395,"1","Отлично все сделано 5 балов.","2025-05-15T08:10:10.143836Z",3899842,9.802,5,"[{""taxonomy"":[[""Нравится качество выполнения заявки""]]}]","2025-05-15T08:10:10.143860Z","","","","",""
396,"1","четвёрка за то что выслали только со второго раза. 
нужную квитанцию! ","2025-05-15T08:10:19.090515Z",3899902,7.6,4,"[{""taxonomy"":[[""Другое""]]}]","2025-05-15T08:10:19.090535Z","","","","",""
397,"1","Спасибо! ","2025-05-15T08:10:23.325758Z",3899994,3.246,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T08:10:23.325783Z","","","","",""
398,"1","отлично👍👏😆","2025-05-15T08:10:28.038421Z",3900024,3.541,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T08:10:28.038443Z","","","","",""
399,"1","спс","2025-05-15T08:10:35.951055Z",3900150,6.628,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T08:10:35.951077Z","","","","",""
400,"1","Спасибо большое, все получила ","2025-05-15T08:10:41.525315Z",3900408,4.652,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T08:10:41.525337Z","","","","",""
401,"1","Спасибо ,очень оперативно ","2025-05-15T08:10:46.877236Z",3900525,4.184,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-15T08:10:46.877258Z","","","","",""
402,"1","благодарю мастера, всё объяснил и дал рекомендации","2025-05-15T08:10:52.737493Z",3900539,4.659,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-15T08:10:52.737513Z","","","","",""
403,"1","Ребята молодцы","2025-05-15T08:10:56.830211Z",3900559,3.068,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-15T08:10:56.830234Z","","","","",""
404,"1","Спасибо за оперативное решение","2025-05-15T08:11:01.864262Z",3900602,3.471,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-15T08:11:01.864285Z","","","","",""
405,"1","спасибо","2025-05-15T08:11:08.000411Z",3900618,4.728,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T08:11:08.000431Z","","","","",""
406,"1","спасибо!
","2025-05-15T08:11:13.288126Z",3900686,3.847,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T08:11:13.288153Z","","","","",""
407,"1","оперативно, спасибо","2025-05-15T08:11:17.565671Z",3900690,3.305,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-15T08:11:17.565695Z","","","","",""
408,"1","Большое спасибо мастеру!","2025-05-15T08:11:28.834678Z",3900869,8.43,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-15T08:11:28.834698Z","","","","",""
409,"1","к оказанию самой услуги и сантехнику претензий нет. а вот, то что отключения происходят регулярно - крайне негативно сказывается на впечатление о компании Самолет УК","2025-05-15T08:11:37.641712Z",3900886,12.243,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T08:11:45.556092Z","","","","",""
410,"1","Спасибо!","2025-05-15T08:11:49.119372Z",3901066,2.827,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T08:11:49.119393Z","","","","",""
411,"1","спасибо! ","2025-05-15T08:11:53.377248Z",3901093,3.292,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T08:11:53.377271Z","","","","",""
412,"1","Специалист компетентно объяснил, что необходимо сделать таких случаях! Игорь Золотухин 👍","2025-05-15T08:12:01.235816Z",3901101,6.005,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-15T08:12:01.235839Z","","","","",""
413,"1","Быстро и чётко","2025-05-15T08:12:04.750467Z",3901168,6.7,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""]]}]","2025-05-15T08:12:09.333955Z","","","","",""
414,"1","Всё хорошо","2025-05-15T08:12:13.951459Z",3901182,3.347,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T08:12:13.951480Z","","","","",""
415,"1","Владимир грамотно и здорово и быстро все сделал","2025-05-15T08:12:19.396126Z",3901194,4.045,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-15T08:12:19.396150Z","","","","",""
416,"1","Отличный сервис! ","2025-05-15T08:12:25.456177Z",3901238,4.672,5,"[{""taxonomy"":[[""Нравится качество выполнения заявки""]]}]","2025-05-15T08:12:25.456215Z","","","","",""
417,"1","огромное спасибо","2025-05-15T08:12:31.679541Z",3901247,4.708,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-15T08:12:31.679564Z","","","","",""
418,"1","Спасибо! Сервис работает, это самое главное :)","2025-05-15T08:12:39.822932Z",3901257,17.323,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-15T08:12:51.093066Z","","","","",""
419,"1","Все отлично,позвонили,ответ предоставили ","2025-05-15T08:12:59.351816Z",3901356,7.262,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T08:12:59.351838Z","","","","",""
420,"1","Заявка была отработана в течение 5-ти минут.  Благодарю за оперативность!","2025-05-15T08:13:05.275905Z",3901414,4.336,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-15T08:13:05.275924Z","","","","",""
421,"1","Все отлично, спасибо","2025-05-15T08:13:14.579088Z",3901433,2.624,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T08:13:14.579112Z","","","","",""
422,"1","Оперативное решение! Спасибо)","2025-05-15T08:13:23.286157Z",3901446,7.329,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-15T08:13:23.286180Z","","","","",""
423,"1","Татьяна оперативно решила вопрос,очень отзывчивая 👍","2025-05-15T08:13:29.974124Z",3901616,5.661,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-15T08:13:29.974143Z","","","","",""
424,"1","Все гуд","2025-05-15T08:13:40.159757Z",3901836,3.43,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T08:13:40.159780Z","","","","",""
425,"1","Все отлично.👍","2025-05-15T08:13:44.338757Z",3901932,2.95,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T08:13:44.338782Z","","","","",""
426,"1","Поприветствовали, предложили присесть. Всё быстро оформили. Спасибо. ","2025-05-15T08:13:54.214283Z",3901987,8.515,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T08:13:54.214303Z","","","","",""
427,"1","Спасибо что убрали надпись. Думал, будет аккуратнее ","2025-05-15T08:14:05.730939Z",3902000,10.234,4,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T08:14:05.730959Z","","","","",""
428,"1","все быстро и четко ","2025-05-15T08:14:13.893734Z",3902088,6.798,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""]]}]","2025-05-15T08:14:13.893760Z","","","","",""
429,"1","Добрый день! Заявка была выполнена качественно, сотрудники грамотные,очень вежливые, большое им спасибо! ","2025-05-15T08:14:26.918229Z",3902093,11.407,5,"[{""taxonomy"":[[""Нравится качество выполнения заявки""],[""Нравится качество работы сотрудников""]]}]","2025-05-15T08:14:26.918247Z","","","","",""
430,"1","спасибо за помощь от подключившихся инженеров.","2025-05-15T08:14:35.768999Z",3902383,7.78,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-15T08:14:35.769018Z","","","","",""
431,"1","Замечательный мастер! Все очень оперативно и качественно. Добрый человек с золотыми руками! Огромное спасибо!!!","2025-05-15T08:14:42.335684Z",3902482,5.379,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-15T08:14:42.335702Z","","","","",""
